Role,City,Experience,Company_Size,Job_Type,ReactJS,NodeJS,Python,SQL,MongoDB,Git,PWA,Socket_io,Scikit_learn,TensorFlow,LLM,LangChain,Pandas,Agile,JIRA,BA,Project_Mgmt,IT_Support,Documentation,Risk_Mgmt,Stakeholder_Mgmt,Figma,User_Research,Wireframing,Prototyping,Adobe_XD,Design_Systems,Usability_Testing,Interaction_Design,Salary
AIEngineer,Lahore,1Year,Large,Onsite,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,302000
UIUXDesign,Peshawar,Fresh,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32000
AIEngineer,Karachi,6Months,Small,Onsite,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,128000
AIEngineer,Peshawar,Fresh,Large,Onsite,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108000
FullStack,Faisalabad,Fresh,Medium,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72000
UIUXDesign,Islamabad,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,110000
ITManagement,Rawalpindi,MoreThan1.5Years,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,107000
FullStack,Faisalabad,1Year,Medium,Onsite,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,152000
FullStack,Lahore,6Months,Large,Remote,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,167000
ITManagement,Peshawar,1Year,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,144000
FullStack,Faisalabad,6Months,Large,Remote,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139000
UIUXDesign,Peshawar,1Year,Large,Remote,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,168000
ITManagement,Islamabad,Fresh,Medium,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,75000
ITManagement,Karachi,MoreThan1.5Years,Small,Onsite,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,127000
ITManagement,Islamabad,1Year,Large,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,190000
FullStack,Faisalabad,Fresh,Large,Onsite,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103000
FullStack,Karachi,1Year,Large,Onsite,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,263000
ITManagement,Islamabad,MoreThan1.5Years,Medium,Onsite,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,178000
UIUXDesign,Peshawar,Fresh,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,40000
ITManagement,Islamabad,MoreThan1.5Years,Large,Remote,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,267000
ITManagement,Faisalabad,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,68000
UIUXDesign,Rawalpindi,MoreThan1.5Years,Small,Remote,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,141000
FullStack,Peshawar,6Months,Small,Onsite,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,57000
FullStack,Islamabad,MoreThan1.5Years,Medium,Remote,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,238000
ITManagement,Peshawar,MoreThan1.5Years,Medium,Onsite,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,138000
FullStack,Islamabad,MoreThan1.5Years,Medium,Onsite,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,221000
ITManagement,Lahore,6Months,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,139000
AIEngineer,Peshawar,6Months,Medium,Remote,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000
UIUXDesign,Karachi,MoreThan1.5Years,Large,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,291000
AIEngineer,Faisalabad,1Year,Medium,Onsite,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188000
AIEngineer,Faisalabad,MoreThan1.5Years,Small,Onsite,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,150000
UIUXDesign,Karachi,Fresh,Small,Remote,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,58000
ITManagement,Peshawar,6Months,Large,Remote,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,120000
ITManagement,Peshawar,1Year,Large,Onsite,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,157000
AIEngineer,Lahore,6Months,Small,Onsite,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,111000
AIEngineer,Lahore,Fresh,Medium,Onsite,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110000
ITManagement,Rawalpindi,MoreThan1.5Years,Small,Onsite,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,129000
FullStack,Peshawar,6Months,Large,Onsite,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143000
ITManagement,Faisalabad,6Months,Large,Onsite,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,122000
ITManagement,Karachi,Fresh,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114000
FullStack,Islamabad,6Months,Small,Remote,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,97000
ITManagement,Peshawar,6Months,Small,Onsite,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,48000
UIUXDesign,Islamabad,MoreThan1.5Years,Small,Remote,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,143000
ITManagement,Karachi,Fresh,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,84000
AIEngineer,Karachi,MoreThan1.5Years,Small,Onsite,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,181000
AIEngineer,Faisalabad,Fresh,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100000
AIEngineer,Karachi,MoreThan1.5Years,Large,Remote,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,430000
FullStack,Karachi,6Months,Medium,Onsite,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,147000
ITManagement,Karachi,1Year,Large,Onsite,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,211000
UIUXDesign,Rawalpindi,Fresh,Small,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,48000
FullStack,Rawalpindi,1Year,Large,Remote,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,246000
FullStack,Lahore,Fresh,Small,Remote,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60000
AIEngineer,Faisalabad,MoreThan1.5Years,Large,Onsite,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,295000
FullStack,Karachi,MoreThan1.5Years,Large,Remote,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,344000
FullStack,Karachi,Fresh,Small,Remote,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000
FullStack,Lahore,6Months,Large,Onsite,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,167000
AIEngineer,Islamabad,6Months,Small,Remote,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000
ITManagement,Faisalabad,Fresh,Small,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,48000
FullStack,Islamabad,MoreThan1.5Years,Large,Onsite,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,351000
UIUXDesign,Peshawar,Fresh,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,70000
FullStack,Faisalabad,6Months,Medium,Remote,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,119000
AIEngineer,Islamabad,6Months,Medium,Remote,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,160000
FullStack,Karachi,1Year,Medium,Onsite,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164000
ITManagement,Karachi,Fresh,Small,Remote,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,66000
UIUXDesign,Faisalabad,1Year,Large,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,167000
ITManagement,Peshawar,MoreThan1.5Years,Medium,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,122000
AIEngineer,Karachi,MoreThan1.5Years,Medium,Remote,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,306000
ITManagement,Islamabad,Fresh,Medium,Remote,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,80000
AIEngineer,Rawalpindi,Fresh,Large,Onsite,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,169000
FullStack,Peshawar,1Year,Small,Onsite,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,94000
ITManagement,Rawalpindi,1Year,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,176000
AIEngineer,Peshawar,Fresh,Small,Remote,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,86000
ITManagement,Karachi,6Months,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,148000
FullStack,Karachi,Fresh,Medium,Remote,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,103000
AIEngineer,Lahore,1Year,Small,Onsite,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151000
AIEngineer,Islamabad,1Year,Large,Remote,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326000
ITManagement,Lahore,Fresh,Small,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,56000
AIEngineer,Islamabad,MoreThan1.5Years,Large,Remote,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403000
FullStack,Rawalpindi,Fresh,Medium,Remote,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,106000
ITManagement,Faisalabad,MoreThan1.5Years,Large,Onsite,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,202000
UIUXDesign,Faisalabad,Fresh,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,88000
ITManagement,Peshawar,1Year,Small,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,76000
ITManagement,Islamabad,6Months,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,165000
UIUXDesign,Faisalabad,MoreThan1.5Years,Large,Onsite,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,245000
UIUXDesign,Islamabad,MoreThan1.5Years,Medium,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,200000
FullStack,Islamabad,6Months,Small,Onsite,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,102000
UIUXDesign,Karachi,6Months,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,174000
UIUXDesign,Karachi,MoreThan1.5Years,Medium,Onsite,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,221000
AIEngineer,Lahore,MoreThan1.5Years,Small,Onsite,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,185000
AIEngineer,Karachi,Fresh,Medium,Onsite,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,129000
ITManagement,Islamabad,Fresh,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,70000
UIUXDesign,Peshawar,MoreThan1.5Years,Medium,Onsite,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,162000
UIUXDesign,Faisalabad,6Months,Small,Onsite,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,79000
AIEngineer,Lahore,1Year,Large,Onsite,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,273000
AIEngineer,Rawalpindi,6Months,Large,Onsite,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,240000
ITManagement,Lahore,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,91000
ITManagement,Karachi,6Months,Large,Onsite,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,165000
AIEngineer,Rawalpindi,MoreThan1.5Years,Small,Onsite,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,194000
FullStack,Islamabad,MoreThan1.5Years,Small,Remote,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,155000
AIEngineer,Rawalpindi,1Year,Small,Remote,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,146000
FullStack,Peshawar,1Year,Small,Remote,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92000
FullStack,Lahore,Fresh,Small,Onsite,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000
FullStack,Peshawar,Fresh,Large,Onsite,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,101000
ITManagement,Peshawar,MoreThan1.5Years,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,89000
UIUXDesign,Lahore,Fresh,Medium,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,72000
ITManagement,Islamabad,1Year,Medium,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,132000
FullStack,Karachi,1Year,Small,Remote,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108000
UIUXDesign,Islamabad,6Months,Large,Onsite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,178000
ITManagement,Karachi,Fresh,Medium,Onsite,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,80000
AIEngineer,Rawalpindi,1Year,Large,Remote,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,308000
ITManagement,Lahore,6Months,Small,Onsite,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,61000
UIUXDesign,Rawalpindi,6Months,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,106000
ITManagement,Rawalpindi,MoreThan1.5Years,Large,Remote,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,245000
UIUXDesign,Faisalabad,MoreThan1.5Years,Small,Onsite,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,101000
ITManagement,Peshawar,Fresh,Medium,Onsite,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52000
ITManagement,Islamabad,MoreThan1.5Years,Medium,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,185000
FullStack,Faisalabad,MoreThan1.5Years,Large,Remote,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,232000
ITManagement,Faisalabad,MoreThan1.5Years,Small,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,92000
AIEngineer,Rawalpindi,1Year,Medium,Remote,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,200000
ITManagement,Lahore,MoreThan1.5Years,Medium,Onsite,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,169000
UIUXDesign,Faisalabad,6Months,Medium,Onsite,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,110000
UIUXDesign,Peshawar,6Months,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,128000
FullStack,Peshawar,MoreThan1.5Years,Large,Onsite,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,222000
ITManagement,Rawalpindi,Fresh,Large,Onsite,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,114000
FullStack,Lahore,1Year,Medium,Onsite,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,181000
AIEngineer,Peshawar,Fresh,Large,Onsite,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123000
ITManagement,Islamabad,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,96000
FullStack,Faisalabad,Fresh,Small,Remote,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52000
AIEngineer,Faisalabad,6Months,Medium,Remote,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,136000
FullStack,Karachi,Fresh,Small,Onsite,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000
AIEngineer,Islamabad,Fresh,Large,Onsite,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,177000
AIEngineer,Peshawar,1Year,Large,Onsite,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,215000
FullStack,Rawalpindi,MoreThan1.5Years,Large,Onsite,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,303000
FullStack,Peshawar,MoreThan1.5Years,Large,Remote,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232000
FullStack,Faisalabad,1Year,Small,Onsite,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94000
ITManagement,Peshawar,Fresh,Large,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,80000
AIEngineer,Lahore,MoreThan1.5Years,Large,Onsite,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,385000
ITManagement,Peshawar,Fresh,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,80000
AIEngineer,Faisalabad,MoreThan1.5Years,Large,Onsite,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,328000
ITManagement,Karachi,6Months,Small,Onsite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,74000
UIUXDesign,Faisalabad,6Months,Small,Remote,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,62000
AIEngineer,Islamabad,MoreThan1.5Years,Small,Onsite,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,189000
ITManagement,Lahore,Fresh,Medium,Remote,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,77000
ITManagement,Faisalabad,1Year,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,101000
AIEngineer,Rawalpindi,6Months,Large,Onsite,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,213000
FullStack,Faisalabad,1Year,Large,Remote,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,198000
FullStack,Faisalabad,6Months,Large,Remote,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142000
ITManagement,Karachi,Fresh,Small,Onsite,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,50000
FullStack,Islamabad,Fresh,Large,Onsite,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143000
AIEngineer,Islamabad,Fresh,Medium,Remote,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123000
FullStack,Peshawar,Fresh,Large,Onsite,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101000
AIEngineer,Rawalpindi,Fresh,Large,Onsite,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
FullStack,Islamabad,Fresh,Medium,Remote,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102000
ITManagement,Rawalpindi,Fresh,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83000
AIEngineer,Peshawar,1Year,Medium,Onsite,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,173000
UIUXDesign,Karachi,MoreThan1.5Years,Medium,Remote,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,228000
ITManagement,Peshawar,MoreThan1.5Years,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,181000
